x,y
19.800000116280717,-29.59267613888515
19.816252943174913,-27.09478867975995
19.876595064578577,-24.59630130128935
20.00151018818724,-22.10309546693461
20.2166109085083,-19.61685905456543
20.55405907817185,-17.142815040796997
21.054256576625633,-14.690191692579539
21.764221450267364,-12.283138259220868
22.720407816767697,-9.986147290468216
23.972192580625418,-7.8174757309258
25.51584959072061,-5.859911678265781
27.34001954528503,-4.141412055958062
29.366037431359292,-2.7017552316188818
31.567930321994936,-1.5055239540175533
33.86818147241138,-0.5405317851342257
36.25624524937011,0.2376977317966522
38.672846203669906,0.8500139020383358
41.12172454605461,1.3302568301209252
43.60377310667536,1.7016215375973847
46.070285563956716,1.9764551944448616
48.573270066204714,2.1753514981013726
51.0726604454685,2.30591072710231
53.570573837246044,2.378171000082512
56.07375100310892,2.3999845555052164
58.56356557607651,2.3802120566368106
61.069729041494426,2.318169380165637
63.55800825357437,2.208880388736725
66.05568270850927,2.0475530834868554
68.54616530109197,1.8351958246901634
71.02685175109654,1.5774467201903464
73.51613928508013,1.2816686121746899
76.00306406021119,0.9604409217834473
77.19999999999999,-0.4815144658088685
77.2,-2.985359673202038
77.2,-5.486958581767977
77.19999999999999,-7.986842278204859
77.2,-10.48588914871216
77.2,-12.981507015228274
77.2,-15.485025179386142
77.2,-17.979017031192782
75.9068927494809,-19.160798208974306
73.40875481534749,-19.085994374193255
70.9187950482592,-19.014911322109405
68.41048418432474,-18.949535413086416
65.91470373868943,-18.893335855007173
63.42432458419353,-18.84854025039822
60.912985746562484,-18.817079244554044
58.41311314124614,-18.801463595964016
55.910659226588905,-18.861177585087717
53.467569646425545,-19.322283455170687
51.24166597705334,-20.44122976716608
49.566000865399836,-22.280547170341016
48.539018540270625,-24.537820539809765
47.95800010915846,-26.972328097932042
47.645416130125525,-29.460980041325094
47.48901125413832,-31.946147706429475
47.42047613859177,-34.44805186986923
47.40063586470205,-36.944258864619776
47.400000000000006,-39.4529318860732
47.4,-41.95913454489782
47.400000000000006,-44.45749352676794
47.4,-46.946342629275755
47.400000000000006,-49.439971989393236
47.400000000000006,-51.95784021886066
47.400000000000006,-54.4430489121587
47.400000000000006,-56.95502742811804
47.400000000000006,-59.445940937346315
47.400000000000006,-61.9417961537838
47.400000000000006,-64.45393729554489
47.400000000000006,-66.9405152671039
47.400000000000006,-69.4450153936632
47.400000000000006,-71.95196138269966
47.400000000000006,-74.45312204441288
47.400000000000006,-76.95310750827193
47.400000000000006,-79.44739390620961
47.400000000000006,-81.95669104456901
47.400000000000006,-84.44446286559105
48.358227539062504,-86
50.845346564054495,-86
53.34990987852216,-86
55.84635348916054,-86
58.349653295427565,-86
60.85139229074121,-86
63.358220261335376,-86
65.84322790503502,-86
68.34930080696941,-86
70.85043625831605,-86
73.34650328680874,-86
75.85649914741516,-86
76.19999999999999,-88.14035034179688
76.19999999999999,-90.65126573573798
76.2,-93.14985935483128
76.2,-95.64850187301636
76.2,-98.15287297964096
76.2,-100.64036703109741
76.20000000000002,-103.15572755783796
76.2,-105.65286254882812
74.05884806513787,-106
71.54077361226082,-106
69.0438949406147,-106
66.54994220361114,-106
64.04881669655443,-106
61.54688658714295,-106
59.05179337486625,-106
56.55207132697106,-106
54.043463569879535,-106
51.5570095717907,-106
49.05185381770134,-106
47.400000000000006,-106.84375237226487
47.400000000000006,-109.35603278428317
47.400000000000006,-111.84507416207344
47.400000000000006,-114.34045151714236
47.400000000000006,-116.85360220875592
47.400000000000006,-119.34101562500001
47.400000000000006,-121.84755385499449
47.400000000000006,-124.34183990489691
47.400000000000006,-126.84244393203409
47.400000000000006,-129.3568860217929
47.400000000000006,-131.84396362304688
47.400000000000006,-134.3423105195165
47.400000000000006,-136.84643783569337
46.848679536581045,-138.8
44.34086308479309,-138.8
41.84792887195945,-138.8
39.34274255633355,-138.8
36.84748383387924,-138.8
34.34762371620164,-138.8
31.845540216844533,-138.8
29.3563377709128,-138.8
26.85394511064515,-138.8
24.35757865905762,-138.8
21.85193727090955,-138.8
19.8,-138.34881121963264
19.8,-135.8458757629618
19.8,-133.34692754894496
19.800000000000004,-130.84957243523095
19.799999999999997,-128.35425650235265
19.8,-125.84834485927132
19.8,-123.34845512344037
19.800000000000004,-120.84057383108885
19.8,-118.35353544503451
19.8,-115.84108152389527
19.8,-113.34053861442953
19.800000000000004,-110.83975296020508
19.8,-108.35889511108398
19.65951232910156,-106
17.146285969018937,-106
14.64197744727135,-106
12.15178405372426,-106
9.653241317439825,-106
7.145929278526456,-106
4.640342283248901,-106
2.1464920520782473,-106
-0.3432527787983418,-106
-2.2,-105.35721606016159
-2.2,-102.85299877077341
-2.2,-100.34899773448706
-2.2,-97.85081303585321
-2.2000000000000006,-95.35586541891098
-2.2,-92.85488421469927
-2.2,-90.33970212936401
-2.2,-87.845703125
-1.541583698987961,-86
0.9520636081695555,-86
3.4512571140192447,-86
5.945100635010749,-86
8.44556235447526,-86
10.946854963153601,-86
13.451450818870217,-86
15.942717462033034,-86
18.456918734312058,-86
19.800000000000004,-84.8478311739862
19.8,-82.34289509281516
19.8,-79.85684683918953
19.8,-77.34190132981166
19.800000000000004,-74.85717492103576
19.799999999999997,-72.34713325500488
19.799999999999997,-69.85690218893578
19.799999999999997,-67.35666282890597
19.8,-64.85832828668644
19.799999999999997,-62.346881961065804
19.8,-59.84318268747302
19.8,-57.34562294697389
19.8,-54.85123550411081
19.800000000000004,-52.3571582094417
19.8,-49.84219374945388
19.8,-47.34855872049229
19.8,-44.84406884616473
19.8,-42.345185276295524
19.8,-39.84631309648976
19.8,-37.35342094292864
19.8,-34.855328407138586
19.8,-32.35846881493926
19.8,-29.851455307006837
